username,text,label,binary_label,tokenized_comment
veraindah__,Huhuuu ga berkelaas bnget ambil cowo orang😂😂😂😂😂😂 huyyyyyy,['Denigration'],Yes,"['huhuu', 'tidak', 'kelas', 'sangat', 'ambil', 'cowok', 'orang', 'huyy']"
yusron_af,"Bikin daftar blacklist aja mas biar orang orang tau ga boleh pake lagu lu, klo ga lu yang di blacklist aja😮",['Harassment'],Yes,"['buat', 'daftar', 'daftar', 'hitam', 'saja', 'mas', 'biar', 'orang', 'orang', 'tahu', 'tidak', 'boleh', 'pakai', 'lagu', 'kamu', 'kalo', 'tidak', 'kamu', 'yang', 'di', 'daftar', 'hitam', 'saja']"
deniasept,Centang biru aja blm udah sombong aja kalau ga mau di pakai lagu lu jangan jadi penyanyi bang,['Harassment'],Yes,"['centang', 'biru', 'saja', 'belum', 'sudah', 'sombong', 'saja', 'kalau', 'tidak', 'mau', 'di', 'pakai', 'lagu', 'kamu', 'jangan', 'jadi', 'nyanyi', 'bang']"
juaaslsblla,cipaa : makan tuh cowo redflag 🤣,['Denigration'],Yes,"['syifa', 'makan', 'tuh', 'cowok', 'redflag']"
cheesesugarrr,oh jadi ini wkwk cakepan cipa kmn” jg adohh,['Body Shaming'],Yes,"['oh', 'jadi', 'ini', 'wkwk', 'cakep', 'syifa', 'mana', 'juga', 'jauh']"
mslescoot,Karya di satuin ke konflik apalagi konflik politik yaelah🤣😭 lawak,['Flaming'],Yes,"['karya', 'di', 'satu', 'ke', 'konflik', 'apalagi', 'konflik', 'politik', 'yaelah', 'komedi']"
nurfadillah1527,Mata si lakik udh katarak kali yak😭😭,"['Body Shaming', 'Flaming']",Yes,"['mata', 'sih', 'laki', 'sudah', 'katarak', 'kali', 'iya']"
88.dsssy,"takut ntar kalo cwo hasil ngerebut pas cwonya bosen gantian dibuang, cari cwe lain 🤭 ups",['Denigration'],Yes,"['takut', 'nanti', 'jika', 'cowok', 'hasil', 'rebut', 'pas', 'pria', 'itu', 'bosan', 'ganti', 'buang', 'cari', 'cewek', 'lain', 'ups']"
chudlori89,Tempatnya para pejabat cuci duit..😂,['Denigration'],Yes,"['tempat', 'para', 'jabat', 'cuci', 'uang']"
shauum_,Berasa kek yovi Widianto aja 😁,['Denigration'],Yes,"['asa', 'seperti', 'yovi', 'widianto', 'saja']"
arindashaf,Lubang idung tolong kondisikan,['Body Shaming'],Yes,"['lubang', 'hidung', 'tolong', 'kondisi']"
kholil_mnh,"tadinya gw suka sih lagu lo bang, tapi krna lo PILIH2 ORG YG MAKE LAGU LO, SKRG GW UDAH G MINAT LG SM LAGU LO .",['Harassment'],Yes,"['tadi', 'aku', 'suka', 'sih', 'lagu', 'kamu', 'bang', 'tapi', 'karena', 'kamu', 'pilih', 'orang', 'yang', 'pakai', 'lagu', 'kamu', 'sekarang', 'aku', 'sudah', 'tidak', 'minat', 'lagi', 'sama', 'lagu', 'kamu']"
rio_jr1209,"Ga tau bner apa ga brita yg berseliweran,,,tpi yg pasti mereka ada kepentingan pribadi dibalik semua ini,,,dan pasti bukan kepentingan rakyat,,masalah nya kita pemilu untuk melihat pemimpin dan team ny yg bner2 tujuan nya untuk rakyat,,dan saya yakin rakyat Indonesia udh pada pinter dan tau harus milih siapa,,",['Denigration'],Yes,"['tidak', 'tahu', 'benar', 'apa', 'tidak', 'berita', 'yang', 'lewat', 'tapi', 'yang', 'pasti', 'mereka', 'ada', 'penting', 'pribadi', 'balik', 'semua', 'ini', 'dan', 'pasti', 'tidak', 'penting', 'rakyat', 'masalah', 'nya', 'kita', 'milu', 'untuk', 'lihat', 'pimpin', 'dan', 'tim', 'nya', 'yang', 'benar', 'tuju', 'nya', 'untuk', 'rakyat', 'dan', 'saya', 'yakin', 'rakyat', 'indonesia', 'sudah', 'pada', 'pintar', 'dan', 'tahu', 'harus', 'pilih', 'siapa']"
yune_yuna0309,Gemukin LG dong kak 😭😭,['Body Shaming'],Yes,"['gendut', 'lagi', 'dong', 'kak']"
raraaaa_________,Bentar lagi klarifikasi minta maap 🤣,['Harassment'],Yes,"['sebentar', 'lagi', 'klarifikasi', 'minta', 'maaf']"
dina_lorenzha,"Rizki knp standarnya dr premium jd standar gini ,lobang hidungnya aja segede biji rambutan 😭😂 aduh jauh bgt sma cipa🤭",['Body Shaming'],Yes,"['rizky', 'kenapa', 'standar', 'dari', 'premium', 'jadi', 'standar', 'begini', 'lubang', 'hidung', 'saja', 'gede', 'biji', 'rambutan', 'aduh', 'jauh', 'sangat', 'sama', 'syifa']"
iamrachmanbruggkhan88,Pasti ada yg koment KURUS bgt 😍,['Body Shaming'],Yes,"['pasti', 'ada', 'yang', 'komentar', 'kurus', 'sangat']"
odywoody46,Hah yg ini jauh bangett wkwk beda kelazz mana ngerebut lagi,['Denigration'],Yes,"['hah', 'yang', 'ini', 'jauh', 'sangat', 'wkwk', 'beda', 'kelas', 'mana', 'rebut', 'lagi']"
fifi2019putri,Kangen sama prili yg badan nya berisi itu lo. Masya allah liat nya enak. Kemana ya skrng,['Body Shaming'],Yes,"['rindu', 'sama', 'prilly', 'yang', 'tubuh', 'nya', 'isi', 'itu', 'kamu', 'masya', 'allah', 'lihat', 'nya', 'enak', 'mana', 'iya', 'sekarang']"
dhafninraaa,makek sempak dak nya ?,['Harassment'],Yes,"['pakai', 'celana', 'dalam', 'indak', 'nya']"
hi_fitday,Jiah ani ani pgn banget milikin punya orang ya,['Denigration'],Yes,"['jiah', 'ani', 'ani', 'ingin', 'sangat', 'milik', 'punya', 'orang', 'iya']"
aditiaduwi_,so iye sih lo bang wkwk,['Denigration'],Yes,"['sok', 'iya', 'sih', 'kamu', 'bang', 'wkwk']"
farhan.hak1m._,Gak bakalan laku u 🤣🤣udah lah gak usah ikut politik,['Harassment'],Yes,"['tidak', 'bakal', 'laku', 'untuk', 'sudah', 'lah', 'tidak', 'perlu', 'ikut', 'politik']"
mtaalmhr,Maaf kak aku fikir kuyang tdi😢😭,['Body Shaming'],Yes,"['maaf', 'kak', 'aku', 'pikir', 'kuyang', 'tadi']"
m_adityapradana,Yg bersih nyuci uangnya lur awokwokawokk,['Denigration'],Yes,"['yang', 'bersih', 'cuci', 'uang', 'guys', 'wkwk']"
syz_42wr,"Baru aja 1 lagu, sekelas artis papan atas aja gak kaya lu, lah lu baru meluncur udah sok an 😂 kocak lu wok",['Harassment'],Yes,"['baru', 'saja', 'lagu', 'kelas', 'artis', 'papan', 'atas', 'saja', 'tidak', 'seperti', 'kamu', 'lah', 'kamu', 'baru', 'luncur', 'sudah', 'sok', 'an', 'lucu', 'sekali', 'kamu', 'wok']"
_olyynn,So talalu kurus juga dapa lia besar skali kepala,['Body Shaming'],Yes,"['sok', 'terlalu', 'kurus', 'juga', 'dapa', 'lia', 'besar', 'sekali', 'kepala']"
piyandono16,"Infonya dong puuh,, jemuran uang nya dimana yaaa",['Denigration'],Yes,"['info', 'dong', 'puh', 'jemur', 'uang', 'nya', 'mana', 'iya']"
_____sidebois,Kesini hanya Pengen BERAK,['Flaming'],Yes,"['kesini', 'hanya', 'ingin', 'buang', 'air', 'besar']"
nfsss_h,Lagunya diganti y bang judulnya. Gak sudi.,['Harassment'],Yes,"['lagu', 'ganti', 'iya', 'bang', 'judul', 'tidak', 'sudi']"
__irffan,Ini judul lagunya Gak sudi ya?,['Harassment'],Yes,"['ini', 'judul', 'lagu', 'tidak', 'sudi', 'iya']"
saginaanisa,Kok aku suka prili yg dulu gemoy🙏,['Body Shaming'],Yes,"['kok', 'aku', 'suka', 'prilly', 'yang', 'dahulu', 'lucu']"
fanny.tfdlh,Sd akhir Februari sifa msi like fto2 dosma nah Maret kyany ktauan dia maen blkg sm Rn🔥🔥,['Denigration'],Yes,"['sd', 'akhir', 'februari', 'syifa', 'masih', 'suka', 'foto', 'dosma', 'nah', 'maret', 'seperti', 'tahu', 'dia', 'main', 'belakang', 'sama', 'rn']"
dianada.rmdhny,Lagu baru tenar doang aja blagu🤣biji lo gede sebelah🤣,['Flaming'],Yes,"['lagu', 'baru', 'kenal', 'doang', 'saja', 'belagu', 'biji', 'kamu', 'besar', 'belah']"
esapurnama,"Untung nya gw gx tw nih org & gx tw lagu nya 🤣 selamat menjadi madesu,masa dpn suram 🤣 tenggelam lah karier ny 🤣","['Denigration', 'Harassment']",Yes,"['untung', 'nya', 'aku', 'tidak', 'tahu', 'ini', 'orang', 'tidak', 'tahu', 'lagu', 'nya', 'selamat', 'jadi', 'madesu', 'masa', 'depan', 'suram', 'tenggelam', 'lah', 'karir', 'nya']"
anarositta,prilly aku juga 37 tapi di kata in kurang gizi🙏🏻,['Body Shaming'],Yes,"['prilly', 'aku', 'juga', 'tapi', 'di', 'kata', 'ini', 'kurang', 'gizi']"
blueered007,Terlalu angkuh lu bg bru juga d ksih knkmtan 1 lgu yg booming 😂,['Flaming'],Yes,"['terlalu', 'angkuh', 'kamu', 'bang', 'baru', 'juga', 'ada', 'kasih', 'nikmat', 'lagu', 'yang', 'booming']"
ekayuliza,"Jadi selingkuhan itu ga perlu cantik, yang penting gatel aja ya mba 😂 makan tu laki","['Denigration', 'Flaming']",Yes,"['jadi', 'selingkuh', 'itu', 'tidak', 'perlu', 'cantik', 'yang', 'penting', 'gatel', 'saja', 'iya', 'mbak', 'makan', 'itu', 'pria']"
dstfhrz,"Sumpah td ny gw suka bgt sma lagu mu kang🙏 tp skrg ga lg deh. Jd ilfeel liat kesombonganmu. Baru jg lagu mu ini tenar kmu ny udah sombong. Untk apa kmu jd penyanyi, klau kmu ny pilih2 org untk menikmatin lagu2 mu?🔥","['Flaming', 'Harassment']",Yes,"['sumpah', 'tadi', 'nya', 'aku', 'suka', 'sangat', 'sama', 'lagu', 'mu', 'kang', 'tapi', 'sekarang', 'tidak', 'lagi', 'deh', 'jadi', 'ilfeel', 'lihat', 'sombong', 'baru', 'juga', 'lagu', 'mu', 'ini', 'kenal', 'kamu', 'nya', 'sudah', 'sombong', 'untuk', 'apa', 'kamu', 'jadi', 'nyanyi', 'kalau', 'kamu', 'nya', 'pilih', 'orang', 'untuk', 'nikmat', 'lagu', 'mu']"
mufidha_brilian,Gw malah gk tau nih org punya lagu😂😂KU TAK SUDII🔥🔥,"['Denigration', 'Harassment']",Yes,"['aku', 'lebih', 'tepat', 'tidak', 'tahu', 'ini', 'orang', 'punya', 'lagu', 'ku', 'tidak', 'sudi']"
pratama.i.h,"Memilih calon pemimpin yang terang2an melanggar hukum ? Manusia itu punya hati nurani dan dia tau mana yang baik dan buruk, jika ia memilih yang buruk berarti dia juga sedang melakukan hal yang buruk, dan ingin orang orang tidak tau hal buruk itu diketahui banyak orang",['Denigration'],Yes,"['pilih', 'calon', 'pimpin', 'yang', 'terang', 'langgar', 'hukum', 'manusia', 'itu', 'punya', 'hati', 'nurani', 'dan', 'dia', 'tahu', 'mana', 'yang', 'bagus', 'dan', 'buruk', 'jika', 'dia', 'pilih', 'yang', 'buruk', 'arti', 'dia', 'juga', 'saat', 'ini', 'laku', 'hal', 'yang', 'buruk', 'dan', 'ingin', 'orang', 'orang', 'tidak', 'tahu', 'hal', 'buruk', 'itu', 'tahu', 'banyak', 'orang']"
samosirbang,Duh ....duh ....duh ....angkuhnyaa,['Flaming'],Yes,"['duh', 'duh', 'duh', 'angkuh']"
robbi.lee,Hahahhaha pengen di takle tuh orang,['Harassment'],Yes,"['hahaha', 'ingin', 'di', 'takle', 'tuh', 'orang']"
mllshaaa_,"Berkat si dosma akhir nya cipa lepas dari si beban derita rizky nazar🤣makasih ya dosmaa,,, tolong jangan ganggu elrumi ya",['Denigration'],Yes,"['berkat', 'sih', 'dosma', 'akhir', 'nya', 'syifa', 'lepas', 'dari', 'sih', 'beban', 'derita', 'rizky', 'nazar', 'terima', 'kasih', 'iya', 'dosma', 'tolong', 'jangan', 'ganggu', 'el', 'rumi', 'iya']"
pramanitaa,Kek gak ada malunya iya nadanya dari kurus jadi kek udah ibu² 2 ank udah ngembang semua di siram pupuk terus kali ya🤭,"['Body Shaming', 'Denigration']",Yes,"['seperti', 'tidak', 'ada', 'malu', 'iya', 'nada', 'dari', 'kurus', 'jadi', 'seperti', 'sudah', 'ibu', 'anak', 'sudah', 'kembang', 'semua', 'di', 'siram', 'pupuk', 'terus', 'kali', 'iya']"
iyansmdra_,Gw juga ga sudi dengerin lagu kau,['Harassment'],Yes,"['aku', 'juga', 'tidak', 'sudi', 'dengar', 'lagu', 'kamu']"
ganjarramadhani,Kemarin IGS sok keras tapi skrang postingan lain komentar dibatasi 😂 Lemah,['Harassment'],Yes,"['kemarin', 'instagram', 'story', 'sok', 'keras', 'tapi', 'sekarang', 'posting', 'lain', 'komentar', 'batas', 'lemah']"
hazimialmahdaly,Usaha baru laundry Alhamdulillah 🤲,['Denigration'],Yes,"['usaha', 'baru', 'cuci', 'alhamdulillah']"
kusu_ma_7,"maaf mas, banyak juga yang gasudi denger lagumu 😂",['Harassment'],Yes,"['maaf', 'mas', 'banyak', 'juga', 'yang', 'gasudi', 'dengar', 'lagu']"
sandikiano,"Gausah pake fasilitas pemerintah bangg, ga sudii",['Harassment'],Yes,"['tidak', 'usah', 'pakai', 'fasilitas', 'perintah', 'bang', 'tidak', 'sudi']"
kristiann_agape,Gak habiss pikirrrr kok ya bisa ngetik gak sudi lagunya dipake anak no 1 diindo ini 😭😭,"['Flaming', 'Harassment']",Yes,"['tidak', 'habis', 'pikirr', 'kok', 'iya', 'bisa', 'etik', 'tidak', 'sudi', 'lagu', 'pakai', 'anak', 'tidak', 'di', 'indonesia', 'ini']"
aku_nissak,"berkedok ""fashion stylish"" jadi lupa kodrat,pliss bukan hanya karena tau fashion jadi nyimpang gini,,",['Denigration'],Yes,"['kedok', 'fashion', 'gaya', 'jadi', 'lupa', 'kodrat', 'tolong', 'tidak', 'hanya', 'karena', 'tahu', 'fashion', 'jadi', 'simpang', 'begini']"
daramsklpp,ini kalo ga swmpek nikah mqlu ni malu,['Denigration'],Yes,"['ini', 'jika', 'tidak', 'dalem', 'nikah', 'malu', 'ini', 'malu']"
putri_panca86,"Wkwkwkw,,baru 1 lgi bnyk gayaa",['Denigration'],Yes,"['wkwk', 'baru', 'lagi', 'banyak', 'gaya']"
antonpratama1,Ya di samain sama Syifa ya dosma beda jauh ya beda kelasss lah cantikan Syifa hadju kemana2 si dosma jatuh bgt mental nya lbh buruk semenjak sama Rizky nazar🤭 bisa2 nya Rizky nazar putus dri Syifa yg lbh cantik eh ..dpt nya Gayungan air dosma tp Syifa dpt cwok lbh baik cakep menghargai Syifa gak kayak Rizky nazar jalan cuma ke rmh adik nya doang Syifa suruh jaga anak nya adek nya Rizky hati2 ya dosma nanti giliran u yg jaga anak dri adek nya Rizky nazar😂,"['Body Shaming', 'Denigration']",Yes,"['iya', 'di', 'sama', 'sama', 'syifa', 'iya', 'dosma', 'beda', 'jauh', 'iya', 'beda', 'kelass', 'lah', 'cantik', 'syifa', 'hadju', 'mana', 'sih', 'dosma', 'jatuh', 'sangat', 'mental', 'nya', 'lebih', 'buruk', 'sejak', 'sama', 'rizky', 'nazar', 'bisa', 'nya', 'rizky', 'nazar', 'putus', 'dari', 'syifa', 'yang', 'lebih', 'cantik', 'eh', 'dapat', 'nya', 'gayung', 'air', 'dosma', 'tapi', 'syifa', 'dapat', 'cowok', 'lebih', 'bagus', 'cakep', 'harga', 'syifa', 'tidak', 'seperti', 'rizky', 'nazar', 'jalan', 'hanya', 'ke', 'rumah', 'adik', 'nya', 'doang', 'syifa', 'suruh', 'jaga', 'anak', 'nya', 'adik', 'nya', 'rizky', 'hati', 'iya', 'dosma', 'nanti', 'gilir', 'untuk', 'yang', 'jaga', 'anak', 'dari', 'adik', 'nya', 'rizky', 'nazar']"
liamgreta_,Kesini cuma mau bilang CUIH,['Flaming'],Yes,"['kesini', 'hanya', 'mau', 'bilang', 'cuih']"
atikadwyn,Ciyee dosdos di like pacarnya hahaha makasih ya udah rebut rn jadi cipa bisa sama el,['Denigration'],Yes,"['cie', 'dosma', 'di', 'suka', 'pacar', 'hahaha', 'terima', 'kasih', 'iya', 'sudah', 'rebut', 'rn', 'jadi', 'syifa', 'bisa', 'sama', 'el']"
idkssel,"KLARIFIKASI DONG, MASA KEMARIN TEMENNYA DIGOSIPIN LO MAJU PALING DEPAN, GILIRAN LO SENDIRI GA KLARIFIKASI, FAKTA KAN YA?? @doshzn",['Denigration'],Yes,"['klarifikasi', 'dong', 'waktu', 'kemarin', 'teman', 'gosip', 'kamu', 'maju', 'paling', 'depan', 'gilir', 'kamu', 'sendiri', 'tidak', 'klarifikasi', 'fakta', 'kan', 'iya']"
wawankurniawan166,"Gausah denger lagu dia lagi bisa ga??
Gak sudiii",['Harassment'],Yes,"['tidak', 'usah', 'dengar', 'lagu', 'dia', 'lagi', 'bisa', 'tidak', 'tidak', 'sudi']"
ciaaakarinaa,bjirrrr lebih milih vampir dibanding cinderella😂,['Body Shaming'],Yes,"['anjir', 'lebih', 'pilih', 'vampir', 'banding', 'cinderella']"
ferryaf4,Ga sudi ga tuh 🤣,['Harassment'],Yes,"['tidak', 'sudi', 'tidak', 'tuh']"
danram95_,Kira² Anya pake d*lem@n GK sih😂😭 untung itu photo coba KLO video bisa terbang itu kemana😭,['Harassment'],Yes,"['kira', 'anya', 'pakai', 'dalam', 'tidak', 'sih', 'untung', 'itu', 'foto', 'coba', 'kalo', 'video', 'bisa', 'terbang', 'itu', 'mana']"
ram.analog,DASAR G TAU MALU,['Flaming'],Yes,"['dasar', 'tidak', 'tahu', 'malu']"
aciie_dmp,"Lama"" Bosan jg dengarnya, bru 1 doang lagunya yg viral sdh sombong skl, mana di storynya lagunya itu"" Saja lg😂",['Flaming'],Yes,"['lama', 'bosan', 'juga', 'dengar', 'baru', 'doang', 'lagu', 'yang', 'viral', 'sudah', 'sombong', 'sekali', 'mana', 'di', 'cerita', 'lagu', 'itu', 'saja', 'lagi']"
ynwa899,Kelihatan gemuk minim pil KB ya,"['Body Shaming', 'Denigration']",Yes,"['lihat', 'gemuk', 'minimal', 'pil', 'kb', 'iya']"
ndesdechy718,hanya pake cancut dinas malam keanya kmu anya!!!,"['Denigration', 'Harassment']",Yes,"['hanya', 'pakai', 'celana', 'dalam', 'dinas', 'malam', 'seperti', 'kamu', 'anya']"
rimanrchlfh_,Musisi papan bawah kesombongan nya melebihi rata rata😆😆,['Flaming'],Yes,"['musisi', 'papan', 'bawah', 'sombong', 'nya', 'lebih', 'rata', 'rata']"
anditasudarli,DENGAR DENGAR RAFI AHMAD MELAKUKAN PEMGUBAHAN UANG HARAM,['Denigration'],Yes,"['dengar', 'dengar', 'rafi', 'ahmad', 'laku', 'ubah', 'uang', 'haram']"
arjek.slenting,LO ITU MAUNYE APE SIH COK,['Flaming'],Yes,"['kamu', 'itu', 'mau', 'apa', 'sih', 'cok']"
nico.ooooooooo,Si paling gak sudi 😂😂😂😂,['Harassment'],Yes,"['sih', 'paling', 'tidak', 'sudi']"
veni_tiara,Wkwk di rujak fans garis keras duta jilat ludah sendiri.. wkwk ndeso ndeso,"['Flaming', 'Harassment']",Yes,"['wkwk', 'di', 'rujak', 'fan', 'garis', 'keras', 'duta', 'jilat', 'air', 'liur', 'sendiri', 'wkwk', 'kampung', 'kampung']"
hakam_ans,Ini yg lagunya gasudi kalo dipake itu ya? Wkwkwk🗿,['Denigration'],Yes,"['ini', 'yang', 'lagu', 'gasudi', 'jika', 'pakai', 'itu', 'iya', 'wkwk']"
elsaanggelina,Mental dan kumis aman.?,['Body Shaming'],Yes,"['mental', 'dan', 'kumis', 'aman']"
lailytsa31,Serasa lagu lu setara kali ye ama about you @the1975 ? Dih 😌,['Denigration'],Yes,"['asa', 'lagu', 'kamu', 'tara', 'kali', 'iya', 'sama', 'tentang', 'kamu', 'dih']"
kasdinsenior,Publig figur itu tdk semua pintar ada juga koplak permanen,"['Denigration', 'Flaming']",Yes,"['publik', 'figur', 'itu', 'tidak', 'semua', 'cerdik', 'ada', 'juga', 'kocak', 'permanen']"
ramdellarey,"Pake acara bilang gak sudi, dihhhhh lu sape bang 😭😭😭😭 diketawain lu sama ariel noah tuhhhhh",['Flaming'],Yes,"['pakai', 'acara', 'bilang', 'tidak', 'sudi', 'dih', 'kamu', 'siapa', 'bang', 'tertawa', 'kamu', 'sama', 'ariel', 'noah', 'tuh']"
adis07674,Mau dekat kampanye emang gitu biasanya,['Denigration'],Yes,"['mau', 'dekat', 'kampanye', 'memang', 'begitu', 'biasa']"
zanuar.zn,"Ga Sudi juga dengerin lagu elu bang😭🙏 untung ga pernah denger gue, ples gakenal elu siapa, kalo ga ngetag Kaesang mah gue gabakal tau elu bang ah. Lagu sebiji aja dah angkuh bgt lu",['Harassment'],Yes,"['tidak', 'sudi', 'juga', 'dengar', 'lagu', 'kamu', 'bang', 'untung', 'tidak', 'pernah', 'dengar', 'aku', 'plus', 'tidak', 'kenal', 'kamu', 'siapa', 'jika', 'tidak', 'tanda', 'kaesang', 'mah', 'aku', 'tidak', 'bakal', 'tahu', 'kamu', 'bang', 'ah', 'lagu', 'biji', 'saja', 'deh', 'angkuh', 'sangat', 'kamu']"
uyowaluzo,kesian niat cari panggung malah dihujat 🤣,['Denigration'],Yes,"['kesi', 'niat', 'cari', 'panggung', 'lebih', 'tepat', 'hujat']"
verensia.tan,Berasa Adele kali si mbak ini 😂,['Denigration'],Yes,"['asa', 'adele', 'kali', 'sih', 'kak', 'ini']"
aulia_juliana,Pak Mentri kumpulnya sama artis melulu..tu rakyat menjerit harga beras dll naik ga turun2,['Denigration'],Yes,"['pak', 'tri', 'kumpul', 'sama', 'artis', 'melulu', 'rakyat', 'jerit', 'harga', 'beras', 'dll', 'naik', 'tidak', 'turun']"
tina_malinda_octavia,Ayo kpk periksa org ini hm,['Denigration'],Yes,"['ayo', 'kpk', 'periksa', 'orang', 'ini', 'hmm']"
lilisahmad_,"emang lagu lu terkenal bang? gua gak pernah dengerin lagu lu🤣 baru punya lagu aja belagu wkwk gak mau lagunya dipake, LU BIKIN AJA TUH LAGU BUAT LU SENDIRI, LU NYANYIIN SENDIRI, LU DENGERIN SENDIRI. GAUSAH LO UPLOAD2, BLOG DAH🤣","['Flaming', 'Harassment']",Yes,"['memang', 'lagu', 'kamu', 'kenal', 'bang', 'aku', 'tidak', 'pernah', 'dengar', 'lagu', 'kamu', 'baru', 'punya', 'lagu', 'saja', 'belagu', 'wkwk', 'tidak', 'mau', 'lagu', 'pakai', 'kamu', 'buat', 'saja', 'tuh', 'lagu', 'buat', 'kamu', 'sendiri', 'kamu', 'nyanyi', 'sendiri', 'kamu', 'dengar', 'sendiri', 'tidak', 'usah', 'kamu', 'unggah', 'goblok', 'deh']"
ahmlmbas_,"Cieee yg diam"" bae wlau di hujat wkwk dlu salsa di hujat sok psang bdan. Ngata""in neti wkwk skrg kmn neng? Trnyta neti dlu salah ya krna emng bkn salsa tp lu kan 🤣 kasian yg gk bisa di buat story punya gandengan baru 🤣 ksian deh 🤭",['Denigration'],Yes,"['cie', 'yang', 'diam', 'baik', 'walau', 'di', 'hujat', 'wkwk', 'dulu', 'salsa', 'di', 'hujat', 'sok', 'pasang', 'badan', 'katai', 'net', 'wkwk', 'sekarang', 'mana', 'kak', 'nyata', 'net', 'dulu', 'salah', 'iya', 'karena', 'memang', 'bukan', 'salsa', 'tapi', 'kamu', 'kan', 'kasihan', 'yang', 'tidak', 'bisa', 'di', 'buat', 'cerita', 'punya', 'gandeng', 'baru', 'ksi', 'deh']"
_meylaniadetya,jauh banget sama mantan lu @rizkynazar20,['Denigration'],Yes,"['jauh', 'sangat', 'sama', 'mantan', 'kamu']"
yan_tyani72,Bastian Makin betah itu😂,['Harassment'],Yes,"['bastian', 'makin', 'betah', 'itu']"
wyftt__,SELMAT MEREDUPP DOSMA DAN RIZKY🫦,"['Denigration', 'Harassment']",Yes,"['selamat', 'redup', 'dosma', 'dan', 'rizky']"
ekaaa_setya,Gue bukan pengemar sh tapi kalo iky malah milih ini...duhbb lkek bego banget sih iky...😮😮😮😂,"['Denigration', 'Flaming']",Yes,"['aku', 'tidak', 'mar', 'sh', 'tapi', 'jika', 'rizky', 'lebih', 'tepat', 'pilih', 'ini', 'tuh', 'seperti', 'bodoh', 'sangat', 'sih', 'rizky']"
35xceed,Wkwkwk sayangnya minim attitude🤣,['Denigration'],Yes,"['wkwk', 'sayang', 'minimal', 'sikap']"
novel_pradewa,Tapi lagu lu b aja,['Harassment'],Yes,"['tapi', 'lagu', 'kamu', 'b', 'saja']"
bilbieberr,Ngerebutttt pacar org biarrr bisa main film terusss yaa??? trs viral,['Denigration'],Yes,"['ngerebutt', 'pacar', 'orang', 'biarr', 'bisa', 'main', 'film', 'terus', 'iya', 'terus', 'viral']"
jejeejakk,najis padahal jelek anjay,['Body Shaming'],Yes,"['najis', 'padahal', 'jelek', 'anjay']"
s3cret.girl1,cantikan syifaa kemana mna😆☝️,['Body Shaming'],Yes,"['cantik', 'syifa', 'mana', 'mana']"
ejm__,Sok iya kali lah gayamu bujang ...,['Flaming'],Yes,"['sok', 'iya', 'kali', 'lah', 'gaya', 'bujang']"
ahmadcalvinn,"Biasanya sombong pangkal gagal sih,,😂😂😂😂",['Harassment'],Yes,"['biasa', 'sombong', 'pangkal', 'gagal', 'sih']"
kartikahanmp,mukaknya muka sang*e batt ya 😭🙏,"['Body Shaming', 'Harassment']",Yes,"['wajah', 'wajah', 'sange', 'banget', 'iya']"
syanindita00,Kepalanya juga dietin ka😭,['Body Shaming'],Yes,"['kepala', 'juga', 'diet', 'kak']"
fitriajeng_90,Tolong lepas in RN klo kmu punya malu 🙏,['Denigration'],Yes,"['tolong', 'lepas', 'ini', 'rn', 'kalo', 'kamu', 'punya', 'malu']"
boy.jr17,Pake sempak gk ya🗿,['Harassment'],Yes,"['pakai', 'celana', 'dalam', 'tidak', 'iya']"
yanuarabdiaziz_,sebagus apa sih lagu lu bro? bruno mars juga bukan gaya lu sok iye.,['Flaming'],Yes,"['bagus', 'apa', 'sih', 'lagu', 'kamu', 'bro', 'bruno', 'mars', 'juga', 'tidak', 'gaya', 'kamu', 'sok', 'iya']"
suryasukmana_,Bang cuman mau kasi tau lagu abg yg viral cuman sebiji tapi ngerasa udab kaya taylor swift. Hukum tabur tuai itu nyata loat aja,['Harassment'],Yes,"['bang', 'hanya', 'mau', 'kasih', 'tahu', 'lagu', 'abang', 'yang', 'viral', 'hanya', 'biji', 'tapi', 'rasa', 'sudah', 'seperti', 'taylor', 'swift', 'hukum', 'tabur', 'tuai', 'itu', 'nyata', 'lihat', 'saja']"
