username,text,dominant_label,binary_label,tokenized_comment
adianssyahh,lagu cuma sebiji doang belagu lu..lu pikir enak lagu lu.,['Harassment'],Yes,"['lagu', 'biji', 'doang', 'belagu', 'lulu', 'pikir', 'bagus', 'lagu']"
chyucaa,so cute ka sithaaa-!! 🙌❤️,['Neutral'],No,"['sok', 'imut-imut', 'kak', 'sithaa']"
ziahfauziah6_,Baru viral udah koar2 lawak badottt badottt🚮🚮🚮🚮,['Flaming'],Yes,"['virus', 'sudah', 'koar', 'komedi', 'badott', 'badott']"
dadang_mr,Gua gak bela kaesang. Cuma kesombongan lu. Dia menghargai karya lu. Dengan menggunakan salah satu karya anda. Tapi sumpah jijik cara anda.. kalo gak boleh dipakai sembarang orang kasih note pas di publis kalo kaesang gak gak boleh pakai.,['Flaming'],Yes,"['gua', 'tidak', 'bela', 'kaesang', 'sombong', 'harga', 'karya', 'salah', 'karya', 'sumpah', 'jijik', 'tidak', 'pakai', 'orang', 'cinta', 'catat', 'kanan', 'terbit', 'kaesang', 'tidak', 'tidak']"
arumkusuma_,Ga sudiii dengerin lagu lo.,['Harassment'],Yes,"['tidak', 'sudi', 'dengar', 'lagu', 'lo']"
tiarawdyast_,Yg punya akun yg bagus itu lah yg di post😂,['Neutral'],No,"['akun', 'bagus', 'post']"
yulietjhia,"kasian ke km sih, bakalan susah deket sm keluarga rizki😂 meskipun misalnya bisa, ga akan sedeket sama syifa apalagi kenzie senempel itu sama syifa, ibunya, kaka keluarga nya nempel bgt sama syifa. yang ada lo banyak overthinking pacaran sm rizkicemburu sm syifa, ga akan bisa lo replace syifa di keluarga rizki. selama pacaran bgt kebayang bayang teruus gimana deketnya keluarga rizki apalagi ponakan nya😂",['Denigration'],Yes,"['kasihan', 'sih', 'susah', 'keluarga', 'rizki', 'tidak', 'syifa', 'kenzie', 'senemple', 'syifa', 'ibu', 'kakak', 'keluarga', 'milik', 'tempel', 'banget', 'syifa', 'lo', 'pikir', 'pacar', 'rizkicurun', 'syifa', 'tidak', 'lo', 'ganti', 'syifa', 'keluarga', 'rizki', 'pacar', 'banget', 'bayang', 'bayang', 'teruus', 'tutup', 'keluarga', 'rizki', 'keponakan', 'milik']"
ichagvv,@ind4h_sary terpantau lakik orang banyak yg komen😂😂😂,['Neutral'],No,"['pantau', 'laki', 'orang', 'komentar']"
yoyokzidane,"Musisi karbitan belagu, minimal banyakin literasi bung!",['Flaming'],Yes,"['musisi', 'karbit', 'belagu', 'minimum', 'banyak', 'literasi', 'pria']"
putrialfarisi13,Minimal centang biru dulu bosss wkwk sampe susah nyarinya tadi,['Neutral'],No,"['minimum', 'centang', 'biru', 'bos', 'wkwk', 'susah', 'temu']"
nanangdani._,"The real karakter nya kebawa kedunia nyata, jadi bingung mau nyalahin siapa, sutradara nya apa mereka yang punya hubungan 😂",['Denigration'],Yes,"['nyata', 'karakter', 'milik', 'bawa', 'dunia', 'nyata', 'bingung', 'salah', 'direktur', 'milik', 'hubung']"
bintsanur29,Aku yang tiap mau diet selalu gagal dan kalah sama napsu,['Neutral'],No,"['diet', 'gagal', 'hilang', 'nafsu']"
afrilianaegp_,Seperti biasa gaes dia gapake cawett😂,['Harassment'],Yes,"['suka', 'guys', 'tidak', 'pakai', 'cawett']"
cicilyaesther,@ahmaddhaniofficial nih yg legend lagunya enak semua musisi papan atas aja gak belagu kaya lo,['Flaming'],Yes,"['legenda', 'lagu', 'bagus', 'musisi', 'papan', 'tidak', 'belagu', 'kaya', 'lo']"
nfaozi7,lg heboh soal pencucian uang tuuh a...,['Denigration'],Yes,"['heboh', 'cuci', 'uang', 'tuh', 'a']"
asrie_indrawan,Ka @prillylatuconsina96 makin cantik Paripurna ❤️😍,['Neutral'],No,"['kak', 'cantik', 'paripurna']"
diahceka,Ra arep ngrungokno lagumu !,['Harassment'],Yes,"['tidak', 'dengar', 'lagu']"
salmialahidi,"Maju terus perusahan lokal,di mulai dari diri sendiri mencintai produk lokal..tas,baju,sepatu dll harus lokal👏",['Neutral'],No,"['lanjut', 'usah', 'lokal', 'cinta', 'produk', 'localtasbajusepatu', 'dll', 'lokal']"
chocomocii,Gilsss cakep bgt tu body😭😭👏🏻👏🏻👏🏻,['Neutral'],No,"['gila', 'cakep', 'banget', 'tubuh']"
iterabiru,Oh ini yg blm lama jogging digbk sm riznar😭😂😂😂,['Denigration'],Yes,"['oh', 'belum', 'joging', 'digbk', 'riznar']"
wd_lan14,Wawan Ml jadi real,['Neutral'],No,"['wawan', 'ml', 'nyata']"
alesha_frozenfood,DIHHH KYK LAGUMU TREND DAN MENDUNIAAA AEHH CKCKCK,['Flaming'],Yes,"['dih', 'kayak', 'lagu', 'cenderung', 'menduniaa', 'aehh', 'wkwk']"
ayumanikpr,"cantikan cipaa, jauh bgt😭",['Body Shaming'],Yes,"['cantik', 'syifa', 'banget']"
ariess1717,Inget pas maen Game PS1 ini mah 😂😂 nostalgia dah 😅,['Neutral'],No,"['kanan', 'main', 'main', 'pas', 'mah', 'nostalgia', 'selamat', 'tinggal']"
a_a_a_z_atmika,baru naik dikit aja udh sombong lo !!!,['Flaming'],Yes,"['sudah', 'sombong', 'lo']"
alwawan35,Makin kesini makin kesana derrr,['Neutral'],No,"['kesini', 'derr']"
wyan_mega,jangan tinggi2 sombongnya bos,['Flaming'],Yes,"['sombong', 'bos']"
elsevierxavier,Tokeknya gede sering diisep fix,"['Denigration', 'Harassment']",Yes,"['tokek', 'dihisap', 'fix']"
fitriyatialbanjari15,Ra sudi denger lagu lagi rek 😂,['Harassment'],Yes,"['tidak', 'sudi', 'dengar', 'lagu', 'rek']"
woofywi,"Ini sih harusnya semua yg ada di kajian itu malu ya. Berarti mereka masih belum paham apa yg di""jalani"". TAPI MALU BUKAN BUDAYA KITA. BUDAYA KITA ADALAH FLEXING DAN PAMER SANA SINI. *yang mau nitip duit, boleh kali dititip ke saya juga.",['Denigration'],Yes,"['sih', 'kaji', 'malu', 'ya', 'belum', 'paham', 'jalan', 'malu', 'tidak', 'budaya', 'budaya', 'adalah', 'pamer', 'pamer', 'nitip', 'uang', 'kali', 'titip']"
acellmacell,"Bang izin dengerin lagu lu bang, sekiranya abang sudi aku dengerin lagu abang, maaf sebelumnya 🙏",['Neutral'],No,"['bang', 'izin', 'dengar', 'lagu', 'bang', 'kakak', 'sudi', 'dengar', 'lagu', 'kakak', 'maaf']"
ineedshopping1,Lintah apa kumis tuh ? Rio rio,['Body Shaming'],Yes,"['lintah', 'kumis', 'tuh', 'rio', 'rio']"
yoansandralexa,Kakak adek sm @bebizie cocok mereka mirip,['Neutral'],No,"['kakak', 'adik', 'cocok']"
gindabima,Sekarang tinggal ke Jepang nya😁,['Neutral'],No,"['tinggal', 'jepang', 'milik']"
_haniiamew.006,"Pd banyak yg hujat ini itu,tp gatau knp gua kek msi ga prcya aja masa iya sii gitu kek ga mungkin woilahh",['Neutral'],No,"['nista', 'itutp', 'gatau', 'gua', 'kayak', 'tidak', 'percaya', 'ya', 'sih', 'kayak', 'tidak', 'woilahh']"
reyhanslthn,Lu laki men sadar,['Neutral'],No,"['pria', 'pria', 'sadar']"
geebriill_,sosan ambil cowo org aja bangga lo,['Denigration'],Yes,"['sosan', 'ambil', 'cowok', 'orang', 'bangga', 'lo']"
jlxkrmbl,"Rio clappy klo bikin lagu kasih keterangan ya bang siapa2 aja yg bisa dgarin, golongan apa aja yg bisa dengarin biar kami tau",['Neutral'],No,"['rio', 'clappy', 'kalo', 'lagu', 'cinta', 'terang', 'ya', 'bang', 'dgarin', 'golong', 'dengar', 'biar']"
rifqania12,"Klo di liat""kayak waria ya",['Body Shaming'],Yes,"['kalo', 'lihat', 'banci', 'ya']"
rayhan_spartaks,Kayak lagu ny uda legend aja bg sampe org lain ga bisa pake😂,['Denigration'],Yes,"['suka', 'lagu', 'nya', 'sudah', 'legenda', 'bang', 'orang', 'tidak', 'pakai']"
bubuund_,"Pak, harga beras naik lagi pa. Urusin dong",['Denigration'],Yes,"['emas', 'harga', 'beras', 'urus']"
bons.preloved,Merem aja cantik ka gigi 😅,['Neutral'],No,"['rem', 'cantik', 'kak', 'gigi']"
sjeha93,Kak mamakmu story y tentang dakwah 😂😂,['Neutral'],No,"['sis', 'mamak', 'cerita', 'ya', 'da', 'wah']"
ketawatifitas,Foto bareng Menteri❌ Foto bareng Koruptor ✅,"['Denigration', 'Flaming']",Yes,"['foto', 'menteri', 'foto', 'koruptor']"
dymazz.91,Jujur gk kenal dan gk tau lagunya. Tau nya pas lgi rame aja . Tapi kyknya lagu selanjutnya redup nyaris gelap,['Harassment'],Yes,"['jujur', 'tidak', 'tidak', 'lagu', 'milik', 'kanan', 'ramu', 'kayak', 'lagu', 'redup', 'gelap']"
dewisadiraarth_,"Makasi ya doswedos udh ngebut rizky, skrg cipaaa dapet yg lebih ganteng lebih tajirrrrrr dari keluarga baikkkk ganteng pinter pula ga kek Rizky nazar letoyyy wkwkwk","['Body Shaming', 'Denigration']",Yes,"['terima', 'kasih', 'ya', 'doswedos', 'sudah', 'ngebut', 'rizky', 'syifa', 'tampan', 'tajirr', 'keluarga', 'tampan', 'pintar', 'tidak', 'kayak', 'rizky', 'nazar', 'letoyy', 'wkwkwk']"
zharahteeshibaranie,"Kak Dosma ini,org Batak ya..biasa nama nya ya,tp daddy nya kyk nya bulek ya..",['Neutral'],No,"['sis', 'dosma', 'iniorg', 'batak', 'ya', 'nama', 'milik', 'yatp', 'ayah', 'milik', 'kayak', 'milik', 'bulek', 'ya']"
azkiazkiyah,Kalau prilly langsing ....kalau aku langsung 😂,['Neutral'],No,"['prilly', 'langsing', 'langsung']"
zarahrdynti,Sumpah Gw tau dia Karna Omongan GK Sudi nya aja ...sama tau Gitu kalo dia Penyanyi 😂😂 lagu Loe jelek kalo gitu beruntung lagu di pake mas Kaesang,"['Flaming', 'Harassment']",Yes,"['sumpah', 'omong', 'tidak', 'sudi', 'milik', 'nyanyi', 'lagu', 'lo', 'jelek', 'untung', 'lagu', 'pakai', 'mas', 'kaesang']"
etika_nursaputri,"Penyanyi fomo,lagu lu baru 1 doank berasa macam ahmad dhani aja kau🤣 tadinua rencana pengen numpang tenar sama @kaesangp dan erina ya kak? gk tau nya salah langkah malah di hujat🤪🤣🤣🤣",['Denigration'],Yes,"['nyanyi', 'fomolagu', 'doang', 'asa', 'jenis', 'ahmad', 'dhani', 'rencana', 'kendara', 'kenal', 'erina', 'ya', 'sis', 'tidak', 'milik', 'salah', 'langkah', 'tepat', 'nista']"
mamakediahshifany,Pantes dari dulu kamu Pepet Joko biar aman korupsi nya y😂,['Denigration'],Yes,"['pepet', 'joko', 'biar', 'aman', 'korupsi', 'milik', 'ya']"
amliagsvnaa,Semoga karir lu ancur dah,['Harassment'],Yes,"['moga', 'karir', 'hancur', 'selamat', 'tinggal']"
karmita.94,Prillll gua bb 150/40 kuruskannn tp kenapa body gueee g se sexyyy loooo😢😍,['Neutral'],No,"['prilly', 'gua', 'bb', 'kuruskann', 'tubuh', 'guee', 'tidak', 'sexyy', 'lo']"
paskalianalia,"Baru aja suka lagu lu bang, eh lu nya banyak tingkah. Jadi GAK SUDI DENGERNYA!",['Harassment'],Yes,"['suka', 'lagu', 'bang', 'eh', 'milik', 'perilaku', 'tidak', 'sudi', 'dengar']"
kosongnamapenggunaa,tebel juga muka nya,['Flaming'],Yes,"['tebal', 'maju', 'milik']"
daisukee.flow,Prill lu lebih cantik kalo agak berisi😢,['Body Shaming'],Yes,"['prilly', 'cantik', 'tepat', 'isi']"
soooyourbae,WKWKWK MAMA GIGI BLOM SIAP,['Neutral'],No,"['wkwkwk', 'mama', 'gigi', 'belum']"
deshintadesy,"makanya jgn fomo mas, udh tau blm kmrn tuntutan aksi di medsos itu apa? Jgn langsung ""gasudi gasudi aja"" 😫",['Denigration'],Yes,"['fomo', 'mas', 'sudah', 'belum', 'kemarin', 'tuntut', 'tindak', 'media', 'sosial', 'langsung', 'gasudi', 'gasudi']"
imasriani809,Setiap mau makan banyak ingat badan nya perili yg begitu bagus❤️,['Neutral'],No,"['makan', 'tubuh', 'milik', 'ili', 'bagus']"
elorasssz,Sebenernya sorry agak kurang cocok kalo kurus badannya jadi mirip Red Queen😢,['Body Shaming'],Yes,"['maaf', 'tepat', 'cocok', 'kurus', 'badan', 'ed', 'ratu']"
risa_1797,Yang kesini gara gara lihat fyp tik tok .haya pingin meng hujat . Tapi gak pernah dengar lgu ya 😂😂😂,['Harassment'],Yes,"['kesini', 'gara', 'gara', 'lihat', 'fyp', 'tik', 'tok', 'haya', 'meng', 'nista', 'tidak', 'dengar', 'lagu', 'ya']"
indahh.why,@rizkynazar20 ngelike pacar baruuu 😂,['Denigration'],Yes,"['suka', 'pacar']"
tyta_tita,"Mau nyanyi eh gak jadi deh, ntar penyanyinya gak sudi lagunya dinyanyiin",['Harassment'],Yes,"['nyanyi', 'eh', 'tidak', 'deh', 'entar', 'nyanyi', 'tidak', 'sudi', 'lagu', 'nyanyi']"
_mhrafii,Emang ada yang kenal ini orang ya?,['Neutral'],No,"['orang', 'ya']"
wulanskm_,Lagu cuma 1 sombong nya minta ampunn amit2,['Flaming'],Yes,"['lagu', 'sombong', 'milik', 'ampun', 'amit']"
goy_kulo,"Nih orang pada napa dah, berisik amat",['Flaming'],Yes,"['orang', 'selamat', 'tinggal', 'berisik']"
dessy.astriana,Masyallah kak cantiknya pake bgt😍😍😍😍,['Neutral'],No,"['masallah', 'sis', 'cantik', 'pakai', 'banget']"
wirya2nd,"Tenar jalur YouTube atau Tiktok ? Gw aja kaga tau lu siapa. Jangan ge er bang, Tenar dijama sekarang buat gw sampah, jangan samain arti tenar di tahun 2000. 🤣🤣🤣🤣",['Flaming'],Yes,"['kenal', 'lacak', 'youtube', 'tiktok', 'kagak', 'ge', 'eh', 'bang', 'kenal', 'jaman', 'sampah', 'samain', 'arti', 'kenal']"
alyaaaa0_0,"Dari dulu pen ngomong sih, nih orang gada cocok2nya jadi cewe. Wajahnya terlalu laki",['Neutral'],No,"['omong', 'sih', 'orang', 'tidak', 'cocok', 'cewek', 'wajah', 'pria']"
_kkangpur,"Ini siapa ya 😭, baru dengar sumpah baru tw wajahnya. Followers g seberapa sombongnya tinggi bgt 😭.
Masih banyakan followers juga 🥲",['Flaming'],Yes,"['ya', 'dengar', 'sumpah', 'wajah', 'ikut', 'tidak', 'sombong', 'banget', 'banyak', 'ikut']"
kikynvr,"wkwk, selamat menikmati hasil nya",['Harassment'],Yes,"['wkwk', 'selamat', 'nikmat', 'hasil', 'milik']"
debyyyy.nl,Mbk lu cantik bgt sih 😍,['Neutral'],No,"['mbak', 'cantik', 'banget', 'sih']"
nnatashakamila,Ah paling bentarn aja lagunya nantik keluar lagu artis lain TENGELAM LAGI gak DIKENAL LAGI,['Harassment'],Yes,"['ah', 'lagu', 'lagu', 'artis', 'tenggelam', 'tidak', 'kenal']"
haiijesv,Wkwk plis syifa gw yakin dia ga insekyur ga sakit hati dia pasti kek hah iya ambil aja hahahahahhahah😭🤣,['Neutral'],No,"['wkwk', 'tolong', 'syifa', 'tidak', 'insecure', 'tidak', 'sakit', 'jantung', 'kayak', 'hah', 'ya', 'ambil', 'haha']"
rohaeni2373,Aduh org ky takut banget miskin,['Denigration'],Yes,"['aduh', 'orang', 'kaya', 'takut', 'banget', 'miskin']"
pipit_riiii,Gak pada antri rilisan terbaru Nike Alphafly Blueprint biar larinya makin kalcer??? 😂,['Neutral'],No,"['tidak', 'antri', 'rilis', 'baru', 'nike', 'alfafly', 'cetak', 'biru', 'biar', 'lari', 'kalcer']"
tanda_lahirmerah,Itu pake semvak gak kk anya,['Harassment'],Yes,"['pakai', 'semvak', 'tidak', 'kakak', 'anya']"
forsabim9,Gak sudi. Lagu lu..,['Harassment'],Yes,"['tidak', 'sudi', 'lagu']"
nooryanto_,Sangat kasian dengan anda🙏,['Neutral'],No,['kasihan']
miripdanilla,Mana postinganna bro? Naha di hapus? 🤣🤣berasa alus meureun nya,['Neutral'],No,"['postingannya', 'kawan', 'naha', 'hapus', 'asa', 'halus', 'milik']"
itsmeade04,demi apasih sekurus ini anjir 😭 @caca.sf,['Body Shaming'],Yes,"['kurus', 'anjir', 'sf']"
threebd9,Ga respect ma raffi sejak bela o2 yg jelas2 partai yang membela kerusakan hukum di negri ini. Seharusnya bukan cuma demi bisnis semata yg dipikirkan. Tapi perasaan banyak rakyat indonesia yang terluka hatinya karena pencalonan wapres no 2 yg salah kaprah.,['Denigration'],Yes,"['tidak', 'hormat', 'raffi', 'bela', 'hai', 'jernih', 'partai', 'bela', 'rusa', 'hukum', 'negeri', 'tidak', 'bisnis', 'pikir', 'asa', 'rakyat', 'indonesia', 'luka', 'hati', 'calon', 'wakil', 'presiden', 'tidak', 'salah', 'kaprah']"
azapiere,Gpp lah ringan badannya enak dibawa bawa😂yang penting sehat kak prily,['Neutral'],No,"['tidak', 'apa', 'lampu', 'badan', 'bagus', 'bawa', 'bawa', 'sehat', 'sis', 'prilly']"
liabluely,kak you so gorgeous😢❤️,['Neutral'],No,"['sis', 'sok', 'cantik']"
ameera.zh_,"Idola ku kalo di film"" tapi klo liat kenyataan dia aduh 😂",['Neutral'],No,"['idola', 'ku', 'film', 'kalo', 'lihat', 'nyata', 'aduh']"
djamboeltengoe,Kijang bulus= kaki panjang bodi mulus,['Neutral'],No,"['rusa', 'bulus', 'kaki', 'tubuh', 'mulus']"
irmaaapstmr_,Mbak prilll cakepp tapiiii😭 dirumahku bisa dibawa berobat klo begini bentuknya😭,['Body Shaming'],Yes,"['kak', 'prilly', 'cakep', 'rumah', 'bawa', 'obat', 'kalo', 'lihat', 'bentuk']"
imts.h,"Cowok"" Pada antri nih 😂",['Neutral'],No,"['pria', 'antri']"
aisyahsofimaharani54566,Mas Irwansyah balik ke asal  ya 🔥lakik biar cakep,['Neutral'],No,"['mas', 'irwansyah', 'ya', 'laki', 'biar', 'cakep']"
chekrahmat,Klau berisi lagi comel,['Body Shaming'],Yes,"['isi', 'comel']"
ayuuuky,"Ngakunya agama Islam ,KA mohon maaf di agama kami tidak ada lelaki yang bercadar",['Neutral'],No,"['agama', 'islam', 'kak', 'tolong', 'maaf', 'agama', 'tidak', 'pria', 'cadar']"
doniarimarliansyah,Sok bnget termakan isu politik wkwkwk,['Denigration'],Yes,"['megah', 'banget', 'makan', 'isu', 'politik', 'wkwkwk']"
faniar_aurelia,Kak prilly cantikkkkk bgttt😭,['Neutral'],No,"['sis', 'prilly', 'cantik', 'banget']"
anisa_siti92,"Nyerang orang bang, dikira banyak yang ndukung, xixixixixi",['Harassment'],Yes,"['serang', 'orang', 'bang', 'dukung', 'xixixi']"
ariefash,Anya the queen that you are 🙌,['Neutral'],No,"['anya', 'ratu', 'adalah']"
dyra_hantaran,Apa aku harus bilang W... O.... W.... gitu???,['Neutral'],No,"['bilang', 'hai']"
feri_padly,Aura nya sangat gelap 🙏😢,['Body Shaming'],Yes,"['aura', 'milik', 'gelap']"
cipaellfans,"Mbaknya, jadi bersin ngga? 😂",['Body Shaming'],Yes,"['mbak', 'bersin', 'tidak']"
agfaines,Uda kek org penting aja lu,['Flaming'],Yes,"['sudah', 'kayak', 'orang']"
tuanmudamemo,@nandawegi bang 17+ exposure g?,['Harassment'],Yes,"['bang', 'papar', 'tidak']"
tembelek212,Izinkan aku menghamilimu anya 😍,['Harassment'],Yes,"['izin', 'hamil', 'anya']"
etoyy.23,Gk sudi dgr lagu loooo !,['Harassment'],Yes,"['tidak', 'sudi', 'dengar', 'lagu', 'lo']"
sss.0raa,Inikah LELAKI yang pakai niqab itu? apa kau tidak takut sama tuhan?,['Neutral'],No,"['pria', 'niqab', 'tidak', 'takut', 'mulia']"
momdiss,Prilly sama reh ocha sama sama mungil,['Neutral'],No,"['prilly', 'reh', 'ocha']"
imderosita15,Mbak knpa jadi perebut pacar orang,['Denigration'],Yes,"['kak', 'rebut', 'pacar', 'orang']"
sriehardyanti,Klo Jadi Mba Gigi sih aku Ngonel tapi Gitu Pan Laki liat dirinya ajah bagus yah Abdet..,['Neutral'],No,"['kalo', 'mbak', 'gigi', 'sih', 'ngonel', 'pria', 'lihat', 'bagus', 'ya', 'baru']"
devi_ameliasafitri,Dan di dunia sinetron sama dunia asli pun sama sama perebut,['Denigration'],Yes,"['dunia', 'opera', 'sabun', 'dunia', 'asli', 'rebut']"
namiraadnana,"Pait pait pait @rizkynazar20 kebagian zong😂😂😂 gini, cipa @syifahadju dptnya anak konglo 😂😂😂😂 mamam tuh selingkuhannya mantan napi",['Denigration'],Yes,"['pahit', 'pahit', 'pahit', 'bagi', 'kosong', 'cipa', 'dapat', 'anak', 'konglomerat', 'mamam', 'tuh', 'selingkuh', 'mantan', 'napi']"
shita_kh,Cantik bangett sayangg akuu😭😭,['Neutral'],No,"['cantik', 'banget', 'sayang']"
birojasatop,Kalo mau urus dokumen kesini aja ya kak😍😍😍😍,['Neutral'],No,"['urus', 'dokumen', 'kesini', 'ya', 'sis']"
ratnals1,Cocok sama s Rizky . Kalo cipa terlalu baik atuh,['Denigration'],Yes,"['cocok', 'si', 'rizky', 'cipa', 'bagus', 'atuh']"
armanofficial781,Boa Hancock dong pasti rame banget🔥🔥👏👏,['Neutral'],No,"['boa', 'hancock', 'ramu', 'banget']"
melfratama,Kasian bgt kalo pacar hasil ngerebut pasti gak bisa post🤣,['Denigration'],Yes,"['kasihan', 'banget', 'pacar', 'hasil', 'rebut', 'tidak', 'post']"
frhnmlsi,"baru tau gw ada musisi kaya lu di indo bro 🤣🤣.... untung viral lu ,jd gw tau mana musisi yg patut didukung dan mana musisi yg patut dibuang",['Harassment'],Yes,"['musisi', 'kaya', 'indonesia', 'kawan', 'laba', 'virus', 'musisi', 'sesuai', 'dukung', 'musisi', 'sesuai', 'buang']"
zky_zaa,Hoalahhh lekkk leekkkk kok urip,"['Flaming', 'Harassment']",Yes,"['hoalahh', 'lekk', 'leekk', 'hidup']"
winnieyolandaputri,Bukan nya bagus malah ngeri kyk editan 😂,['Denigration'],Yes,"['tidak', 'milik', 'bagus', 'tepat', 'ngeri', 'kayak', 'edit']"
sylmiawlya,Makasih udh ngerakit kapal elcipa🙏🏻,['Neutral'],No,"['terima', 'kasih', 'sudah', 'rakit', 'kapal', 'elcipa']"
agilgils,"nanaonan gblg, hayang pisan nenggel dada na sakali mah",['Flaming'],Yes,"['nanonaona', 'goblok', 'hayang', 'pis', 'nenggel', 'dada', 'nya', 'sakal', 'mah']"
febby3741,Uda kayak artis besar aja.....!!! Pansos ya sama anak presiden....?,['Denigration'],Yes,"['sudah', 'suka', 'artis', 'panjat', 'sosial', 'ya', 'anak', 'presiden']"
djokosoesilo.jack,Sukses Rans Bang RaffiNagita,['Neutral'],No,"['sukses', 'rans', 'bang', 'raffi', 'nagita']"
melenia.adr,Makasih sudah menyelamatkan cipa 🤭🙏,['Neutral'],No,"['terima', 'kasih', 'sudah', 'selamat', 'cipa']"
nr22yeti,Cocok lah mereka sekarang cipa udah sama yg setara sama2 berlian🔥😍,['Neutral'],No,"['cocok', 'cipa', 'sudah', 'tara', 'berlian']"
ririe_hardi,Seneng banget ya abang abang liat anya 😂,['Neutral'],No,"['senang', 'banget', 'ya', 'kakak', 'kakak', 'lihat', 'anya']"
vitadwi02,Post slide terakhir aja sith🔥,['Neutral'],No,"['post', 'halaman', 'sith']"
aliyah_permatasuci,@its_lauramoane2 juga bule tapi badan nya ga gitu😂,['Body Shaming'],Yes,"['orang', 'asing', 'tubuh', 'milik', 'tidak']"
farizzidanarachman,Masuk pasal penistaan agama gak sih??,['Neutral'],No,"['masuk', 'pasal', 'nista', 'agama', 'tidak', 'sih']"
cinnamonnnnnnn__,kekecilan bgt ga si,['Body Shaming'],Yes,"['kecil', 'banget', 'tidak', 'si']"
aldric.kn,Padahal dengan adanya @kaesangp dan mba Erina posting jd pada tau lagu itu 😂😂 lagu kan konsumsi publik. Kalau gt gausah bikin lagu lg bang.,['Denigration'],Yes,"['mbak', 'erina', 'posting', 'lagu', 'lagu', 'konsumsi', 'publik', 'tidak', 'lagu', 'bang']"
tutpunduh03,Takut liat hantu ❌️ takut liat Rio clappy✅️,['Harassment'],Yes,"['takut', 'lihat', 'hantu', 'takut', 'lihat', 'rio', 'clappy']"
ill47931,merasa tinggi amat om,['Flaming'],Yes,['om']
shelinexi,"Terlalu kurus juga GK bagus, kek aneh gitu",['Body Shaming'],Yes,"['kurus', 'tidak', 'bagus', 'kayak', 'aneh']"
haamm___,1 kata yg berani nyerang lewat DM karena foto bareng doang = NORAK,['Flaming'],Yes,"['berani', 'serang', 'dm', 'foto', 'doang', 'norak']"
ardywirratama,"Anjayyyy... Soknya lah musisi 1 ini, kebenciannya udah gak iso terobati lg",['Flaming'],Yes,"['anjayy', 'sok', 'musisi', 'benci', 'sudah', 'tidak', 'obat']"
